"","Name","EC","EC_all","EC_bin","EC_cat","Blue","Green","Red","NIR","SWIR1","SWIR2","NDVI","NDWI","NDSI1","NDSI2","SI1","SI2","SI3","SI4","SI5","SAVI","VSSI","NBR","NBG","NBNIR","NBSWIR1","NBSWIR2","NRSWIR1","NRSWIR2","NGSWIR1","NGSWIR2","NNIRSWIR1","NNIRSWIR2"
"11",89,3430,3430,1,2,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"12",90,2530,2530,1,1,0.077804998,0.103298001,0.102747001,0.142471001,0.143942997,0.103023,-0.00267417309156568,-0.159389506736899,0.165690813703394,-0.161994632025425,0.145696339092957,0.103022132631998,0.0894104591606094,0.141711049008761,0.757248359978896,0.407551003,-1.019494008,-0.138143045428148,-0.140765217256286,-0.293568084101618,-0.298257483680969,-0.139458503544346,-0.166994999124367,-0.00134129853068329,-0.164394240149443,0.0013328793417399,-0.00513939964624206,0.160688248345425
"13",91,3160,3160,1,2,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"14",92,3660,3660,1,2,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"15",81,2180,2180,1,1,0.078905001,0.107023999,0.108411998,0.139446005,0.146500006,0.116305001,0.00644274410650139,-0.131545443558316,0.114895090259829,-0.125208815629811,0.152339416016683,0.107715762846206,0.0924891821274358,0.141254486436897,0.727825355640065,0.4028210115,-1.025242017,-0.157524395316626,-0.15123513814413,-0.277264598451175,-0.299882446710689,-0.19158854370587,-0.149416298182647,-0.0351241919174971,-0.155709148725384,-0.0415575317133019,-0.024668995994492,0.090482553175177
"16",2,3350,3350,1,2,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"17",3,5180,5180,1,2,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"18",6,5890,5890,1,2,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"19",7,5430,5430,1,2,0.071754999,0.106844999,0.115975,0.191214994,0.241347998,0.200344995,0.0409747825194093,-0.283063802527835,0.0928314545392845,-0.244929833228878,0.157689741062347,0.11131643526014,0.0912238236921968,0.207554486749071,0.618710920456995,0.536024985,-1.322259972,-0.235551063951159,-0.196472566589838,-0.45427234353693,-0.541652429471954,-0.472583604687621,-0.350867418838795,-0.266723559476536,-0.386288639228433,-0.3043718800294,-0.115897580068523,-0.0233169916653563
"20",8,5290,5290,1,2,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"21",9,4150,4150,1,2,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"22",10,5010,5010,1,2,0.069169998,0.103874996,0.109705001,0.189152002,0.196962997,0.141770005,0.0272965871424748,-0.291020986400714,0.162939517773943,-0.265836169815301,0.151080117945446,0.106750206276405,0.0871108185001151,0.199768196078313,0.630509068588405,0.5277325055,-1.286535023,-0.226610779743457,-0.200554764386885,-0.464466843706692,-0.480184724934238,-0.344173726972024,-0.284535708222154,-0.127507717407113,-0.309429005531226,-0.154267373020956,-0.0202297114078181,0.143181764880327
"23",13,5510,5510,1,2,0.076980002,0.105140001,0.109072,0.172405005,0.182139993,0.135004997,0.0183556429221723,-0.242357104418589,0.148622861739043,-0.225002411831119,0.151496273862693,0.107087955387485,0.0916316690786761,0.178852563501117,0.705772352207716,0.4855485125,-1.197105023,-0.17248939895847,-0.154623317242093,-0.382641298881292,-0.405835107398794,-0.273722175029942,-0.250909971966711,-0.106249246421202,-0.268031166834402,-0.124362348783963,-0.0274576938185996,0.121661649772866
"24",14,3650,3650,1,2,0.062899999,0.100189999,0.103490002,0.172487006,0.17114,0.134702995,0.0162018999597314,-0.265137894557702,0.119136307176171,-0.250009971845191,0.144042411856994,0.10182663304308,0.0806816027500074,0.178168287993635,0.607788170687252,0.482962516,-1.179505042,-0.243944965178527,-0.228646762261902,-0.465560989656162,-0.462485051540271,-0.363369980112751,-0.246331418662699,-0.131040766912219,-0.261489703539932,-0.146930716886345,0.00391996547558899,0.122998830941766
"25",1,3980,3980,1,2,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"26",4,6800,6800,1,2,0.085065,0.114848003,0.123043001,0.211290002,0.248964995,0.200702995,0.0344485409797169,-0.295709170723602,0.107328075543025,-0.263949416324897,0.168314122664065,0.118874904618162,0.102306660976033,0.226366634580281,0.691343670982147,0.5897465055,-1.441969009,-0.182491787040903,-0.148979818986562,-0.42592499248587,-0.490674482691292,-0.404656914081649,-0.338492708097597,-0.239879396068268,-0.368642661854539,-0.272079608507529,-0.081856782100293,0.0256970557196146
"27",5,880,880,0,0,0.083167501,0.114655003,0.125379995,0.222399995,0.26087299,0.218082994,0.0446809510669773,-0.319665908054566,0.0893401427885699,-0.278969471475343,0.169899714123156,0.119897638437398,0.102115331167962,0.243203606746232,0.663323530998705,0.618689985,-1.509589944,-0.202411895657572,-0.15917047536715,-0.455652174470808,-0.516524925550115,-0.447851523032352,-0.350788214620529,-0.269906807921013,-0.389366411360977,-0.310839134491754,-0.0796092398998881,0.00980060775967897
"28",11,3860,3860,1,2,0.065842502,0.099777497,0.104424998,0.169269994,0.207962006,0.158792004,0.0227592762762277,-0.258290819742303,0.134068069221656,-0.236924305871114,0.14443036077946,0.102074800634976,0.0829192567481462,0.177154361618332,0.630524330965273,0.475387484,-1.168919966,-0.226599298163184,-0.204896722647607,-0.43990640123186,-0.519054653402566,-0.413781051073249,-0.331438269435818,-0.206548230497664,-0.351545732495708,-0.2282346014196,-0.102568212664885,0.0319390543978825
"29",12,4730,4730,1,2,0.076567501,0.107065,0.113059998,0.187282994,0.205157995,0.167400002,0.0272345169992915,-0.272527741432476,0.101347960060028,-0.247127444212183,0.155709593065938,0.110021673709638,0.0930415042329228,0.197769718648242,0.677228925831044,0.524737484,-1.28758496,-0.192443064389095,-0.166078982935597,-0.419614497975454,-0.456438965680266,-0.372313934778436,-0.289417943126805,-0.193753134136775,-0.314176074699431,-0.219827670414605,-0.0455482518417565,0.0560584866605785
"30",15,5370,5370,1,2,0.070572503,0.100272,0.102224998,0.160168007,0.152357996,0.113224998,0.00964457754578662,-0.229980054485254,0.147347529337665,-0.220825280765392,0.143193659776193,0.101243789930326,0.0849368823187548,0.163287599681257,0.690364435125741,0.4515325165,-1.111421025,-0.183176809947037,-0.173839347936176,-0.388295509964852,-0.366865428314499,-0.232062431577892,-0.196922022214885,-0.0510559303978822,-0.206175026025017,-0.0606706329425765,0.0249899557957742,0.171705230717223
"31",16,1590,1590,0,1,0.088887498,0.112483002,0.120072,0.185440004,0.220667005,0.180545002,0.0326331316666326,-0.244885425196066,0.100001999690902,-0.213962145984941,0.164528754091593,0.11621557131531,0.103309726840487,0.197951261651854,0.740284979012592,0.52363601,-1.302594016,-0.149237064112778,-0.117174581182447,-0.35196072320886,-0.425706961852854,-0.340187260259991,-0.295225975083187,-0.201162946864862,-0.324730604012864,-0.232271315611186,-0.0867431495130881,0.013374870335535
"32",17,3550,3550,1,2,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"33",18,3040,3040,1,2,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"34",19,2610,2610,1,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"35",20,2130,2130,1,1,0.075714998,0.106761999,0.112235002,0.205157995,0.233207002,0.178757995,0.0249912235099512,-0.315452673418556,0.132169012893103,-0.292769512491796,0.15490261490503,0.109464300898919,0.0921839083135446,0.21567512967925,0.674611276792244,0.5690124885,-1.373440987,-0.194307017823889,-0.170141998774783,-0.460859535185001,-0.509811551135885,-0.40492704465499,-0.350194818809585,-0.228606852006133,-0.371930977907012,-0.252157458366996,-0.0639855079487562,0.0687650441441629
"36",21,3040,3040,1,2,0.070984997,0.104479998,0.111657999,0.174357995,0.208869994,0.158792004,0.0332102689005672,-0.250604289064726,0.136206598104817,-0.219218495871948,0.152916901363989,0.108009386222698,0.0890283254028795,0.186336764969616,0.635735886687348,0.491723987,-1.221119974,-0.222691276921454,-0.190892781776787,-0.421340740802574,-0.492701582727892,-0.382140103743455,-0.30328706734828,-0.174279920418415,-0.333141849896712,-0.206296171212311,-0.0900560501597393,0.0467236711593086
"37",22,2590,2590,1,1,0.076375,0.103628002,0.10503,0.180792004,0.179692999,0.134372994,0.00671911926004161,-0.271303003910351,0.144300898569429,-0.265067079999901,0.147546818666185,0.104326645925478,0.0895637552249793,0.183237964774425,0.727173188612777,0.50449501,-1.221854016,-0.157961467434745,-0.151403041600384,-0.406027998833007,-0.403478761123915,-0.275200693013477,-0.262230305462609,-0.122567364383087,-0.26847638096549,-0.129180098053035,0.00304868438590777,0.147284788268271
"38",23,2810,2810,1,1,0.084569998,0.113059998,0.12043,0.193277001,0.231997997,0.180572003,0.0315645298005442,-0.26185868263337,0.124647923988656,-0.232213501030536,0.165184587803342,0.116686826844936,0.100919596011577,0.20587608033064,0.70223364610147,0.5434075025,-1.342415009,-0.174926840730994,-0.144158278483191,-0.391247713278343,-0.465707214022062,-0.362077696622649,-0.316569619751294,-0.199805989330908,-0.344689880319973,-0.229920460883281,-0.091049312050082,0.033984303459586
"39",24,1540,1540,0,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"40",25,2970,2970,1,1,0.070874996,0.103353001,0.108083002,0.176695004,0.202160001,0.162202999,0.0223708400314397,-0.26189082475342,0.109662622165258,-0.240931534579254,0.149545237761147,0.105691544665546,0.0875236101541635,0.184781537893825,0.655745997876706,0.495779011,-1.217184028,-0.207914742094958,-0.186410941750079,-0.427434697257341,-0.4808358138792,-0.391834514450839,-0.303236489107862,-0.200232334637264,-0.323413404186314,-0.221610500233472,-0.0672156805741553,0.0427621433933324
"41",30,1860,1860,0,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"42",31,1480,1480,0,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"43",32,1420,1420,0,1,0.070132501,0.099337503,0.100134999,0.168994993,0.202105001,0.150570005,0.00399802475029871,-0.259593940496868,0.146126022891455,-0.255861464893887,0.141049486092665,0.0997354538946282,0.0838016582025827,0.17035170951559,0.700379504672487,0.472554982,-1.146974954,-0.176208013860543,-0.172331393819994,-0.413430050833051,-0.484769728749568,-0.364461217309422,-0.337380895976707,-0.201172713728522,-0.340919069594778,-0.205005853605647,-0.0892212571687619,0.0576564646169416
"44",33,1070,1070,0,0,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"45",34,2100,2100,1,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"46",35,1460,1460,0,1,0.082479998,0.110639997,0.112510003,0.197402999,0.213792995,0.174384996,0.00838004033161548,-0.28165873961309,0.101520436278419,-0.273925248221757,0.157796418562717,0.111571082249793,0.0963318473944105,0.200739448770041,0.733090354641622,0.549762499,-1.328285016,-0.154007922693431,-0.14581607150518,-0.410610870370235,-0.443216223221534,-0.357794951226402,-0.310395529985293,-0.215671214959031,-0.317948545750859,-0.223647050488657,-0.0398593280069747,0.0619116359580142
"47",36,2610,2610,1,1,0.075220004,0.104011998,0.106927,0.169737995,0.173313007,0.131347999,0.0138191706021093,-0.24009497234946,0.137743285729188,-0.227029064518986,0.149170637382,0.105459427791668,0.0896830495004937,0.174495009617689,0.703470629494889,0.4778084875,-1.175300979,-0.174073661952738,-0.160640921703257,-0.385853866319344,-0.394688023958314,-0.271716791491662,-0.236889827796786,-0.102490815664635,-0.249890950150709,-0.116145484995056,-0.0104212259377105,0.127505087466805
"48",37,1990,1990,1,1,0.089850001,0.117459998,0.122382,0.197072998,0.244124994,0.195256993,0.020521852056953,-0.253114938694699,0.111219855264572,-0.233807573735315,0.169629611371836,0.11989574419151,0.104861922652515,0.205331074850146,0.734176602768381,0.553873495,-1.362354994,-0.15328507881335,-0.133182177093156,-0.373699554841193,-0.461935759591822,-0.36971029900445,-0.332170998079234,-0.229427099965652,-0.350304904247796,-0.2487776399716,-0.10664598854294,0.00462876925460437
"49",38,1360,1360,0,0,0.081572503,0.108165003,0.111299999,0.193800002,0.206477001,0.165667996,0.0142847195289935,-0.28359246131849,0.109658883846287,-0.270403155455906,0.155201023358063,0.109721304794169,0.0952838889966583,0.19941699653815,0.732906592389098,0.5401500045,-1.309169999,-0.154130296915005,-0.140154155921075,-0.407547946734915,-0.433621638869408,-0.340136398931957,-0.299508781315199,-0.196297037858111,-0.312456686488686,-0.209992927112484,-0.0316705653959341,0.0782601126011779
"50",39,2380,2380,1,1,0.075824998,0.103160001,0.101866998,0.175237998,0.161432996,0.120870002,-0.00630650112573711,-0.258902712156347,0.143686019232428,-0.26477689344872,0.14497886427977,0.102511460898511,0.0878866595088015,0.173041572496592,0.744352925763062,0.489028494,-1.179204978,-0.146556967034126,-0.152722312778849,-0.395968348915903,-0.360822396568016,-0.229009400340629,-0.226228634095601,-0.0853158837552809,-0.220236346618047,-0.0790519160953634,0.0410044293866314,0.183608669809664
"51",40,1890,1890,0,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"52",60,2040,2040,1,1,0.075274996,0.110365003,0.110529996,0.147627994,0.109265,0.096367501,0.000746929540039076,-0.144434118109028,0.0627211113869592,-0.143702691518477,0.156196395294354,0.110447468690459,0.0912148288754631,0.147848694266859,0.681036811039059,0.424334983,-1.070059944,-0.189741941917255,-0.189021801276782,-0.324594111546014,-0.184187735649458,-0.122886262835013,0.00575534485780561,0.0684517464220459,0.00500843684822061,0.0677082787136367,0.149334527978603,0.210087866581307
"53",61,1040,1040,0,0,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"54",76,1610,1610,0,1,0.076567501,0.108248003,0.113114998,0.167620003,0.202572003,0.151614994,0.0219864881575219,-0.215218868113325,0.143870355014755,-0.194151084851725,0.156565107626278,0.110654745234215,0.0930641323092844,0.175156453501549,0.676899636244523,0.4756075065,-1.187178999,-0.19267722216165,-0.171416906668176,-0.372879449228491,-0.451403331289146,-0.328892420078061,-0.283372469302276,-0.145431183331883,-0.303468239428578,-0.166884056216746,-0.094415869153047,0.0501355087957352
"55",77,1360,1360,0,0,0.071369998,0.099914998,0.096890002,0.164346993,0.150955006,0.108248003,-0.0153705241228627,-0.243818623920078,0.164762759370591,-0.258221432228617,0.13917858783915,0.0983908753698736,0.0831567149962046,0.159371273574604,0.736608489284581,0.4593124835,-1.106354979,-0.151670058243195,-0.166652075001362,-0.394443330561606,-0.357966969833047,-0.205313525340926,-0.21814037908724,-0.0553676097220502,-0.203452015730027,-0.0400311532787711,0.0424735239309409,0.205796110798747
"56",26,3470,3470,1,2,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"57",27,3300,3300,1,2,0.073322497,0.105553001,0.110501997,0.192342997,0.234555006,0.189455003,0.0229061861369206,-0.291343276118802,0.106365420727604,-0.270240557451645,0.15281402867896,0.107999154625594,0.0900126787931929,0.201361259993593,0.663540017290366,0.536108491,-1.303118968,-0.202255418693006,-0.180184007090787,-0.448008878413092,-0.523690452952647,-0.441942350467601,-0.359514537950125,-0.263214414066016,-0.379297171324755,-0.28440584954434,-0.0988807834737049,0.00756419363118711
"58",28,2780,2780,1,1,0.088914998,0.112263002,0.117431998,0.197595,0.248333007,0.196604997,0.0225037375650319,-0.275390654587646,0.116258915927532,-0.254463911058188,0.16246001284108,0.114818415884988,0.102183491168124,0.206692990846708,0.757161587253246,0.552703499,-1.350608986,-0.138199249578608,-0.116056447524083,-0.379323593447514,-0.472702600568386,-0.377171479706701,-0.357882813310694,-0.25211360527762,-0.377347506915974,-0.273068091460003,-0.113780713934839,0.00251142315457701
"59",29,2600,2600,1,1,0.066997498,0.101729997,0.10943,0.172680005,0.175099999,0.128487006,0.0364652543540242,-0.258554744662696,0.15354080455453,-0.224203338694067,0.149411904444124,0.105509779507447,0.0856243902526611,0.185750255621751,0.61224068354199,0.4864150125,-1.207090031,-0.240509571812893,-0.205849669018081,-0.44093628178361,-0.446524653660504,-0.314549269849031,-0.230801670230913,-0.0800993855815418,-0.26503631492304,-0.11622516430726,-0.00695840465859564,0.14673917589201
"60",41,1510,1510,0,1,0.0874025,0.118202999,0.122768,0.171992004,0.198447004,0.159507006,0.0189441925333098,-0.185354690618157,0.108784919045885,-0.166996890120818,0.170422800107832,0.120463877495422,0.103586824065612,0.178634336909438,0.711932262478822,0.49136401,-1.237394022,-0.168270523218054,-0.149803867843048,-0.326103686452817,-0.388471914227985,-0.292028067967541,-0.235602331950845,-0.130153237867613,-0.253415456307449,-0.148730712816774,-0.0714152652087871,0.0376622482220988
"61",42,1770,1770,0,1,0.085450001,0.119220003,0.125434995,0.184009999,0.213792995,0.170232996,0.0254030861858787,-0.213666179377593,0.113429819910288,-0.189290520563406,0.173053018135975,0.122288022635927,0.103529804637046,0.193602522426669,0.681229357086513,0.522742495,-1.308784964,-0.189605684417681,-0.164997319294526,-0.365768566763156,-0.428892223763192,-0.331594184966472,-0.260467893583899,-0.151514544569013,-0.283991893914003,-0.17623929679858,-0.0748687074989687,0.0388913914867957
"62",44,2270,2270,1,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"63",47,2200,2200,1,1,0.075220004,0.111713,0.11603,0.204854995,0.212060004,0.157224998,0.0189555771198236,-0.294224294531101,0.148489664359561,-0.276812553980594,0.161067548776903,0.11385104035537,0.0934225725620955,0.212771343262199,0.648280651555632,0.5701524875,-1.380998975,-0.213385595537033,-0.195219652063153,-0.462858132510428,-0.476329699907277,-0.352793105011567,-0.29269408646781,-0.150756613059279,-0.309930113876943,-0.169228589260191,-0.0172817217353218,0.131545509061032
"64",48,1660,1660,0,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"65",49,1610,1610,0,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"66",50,1500,1500,0,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"67",54,2800,2800,1,1,0.078354999,0.108000003,0.111327,0.155162007,0.147984996,0.110118002,0.0151691171378474,-0.179212812670035,0.146712724352005,-0.164490863970235,0.155105453085957,0.10965088387232,0.093397146496416,0.159941854383921,0.70382745425638,0.4435685175,-1.116445029,-0.173827781095875,-0.159078123376586,-0.328913980680276,-0.307634525661273,-0.168528133109103,-0.14136637165062,0.00545958585238238,-0.156200531891324,-0.00971033546726236,0.0236750188158713,0.169797962423923
"68",55,1940,1940,1,1,0.084872499,0.11592,0.120595001,0.197925001,0.218109995,0.163495004,0.0197661923355128,-0.261291404160361,0.143119170721346,-0.242779101828588,0.167274028666108,0.118234396500849,0.101169160823729,0.205907226479641,0.703781237167534,0.555110003,-1.36076001,-0.173859622568046,-0.154624804983377,-0.399764856478576,-0.439753116561249,-0.316557134288216,-0.287905390093508,-0.151008491129422,-0.305930594646149,-0.170266461424527,-0.0485175386543684,0.0952631191513596
"69",56,1650,1650,0,1,0.080940001,0.112976998,0.114270002,0.209199995,0.193855003,0.147297993,0.00568986169234358,-0.298665016716448,0.136469591490851,-0.293473873559902,0.160690495780466,0.113621660731632,0.0961717945977406,0.211594256089633,0.708322390683077,0.5801349885,-1.391395989,-0.170739206432982,-0.165209843207196,-0.442062438023884,-0.410906313274895,-0.290740340103059,-0.258288031508511,-0.126269236417858,-0.263590514471794,-0.131864359568838,0.0380717075241429,0.173639134255086
"70",57,2630,2630,1,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"71",58,2020,2020,1,1,0.0850375,0.114380002,0.120017,0.185440004,0.214039996,0.166602999,0.02404893386819,-0.237008873917506,0.124623328481324,-0.214180729671532,0.16579163171439,0.117164605150335,0.101024480387181,0.194579057273211,0.708545456060391,0.52360851,-1.298525016,-0.170586356310152,-0.147141056856684,-0.37120463814987,-0.431334679891796,-0.324135023273817,-0.281457946176347,-0.162535758713753,-0.303452879261025,-0.18585820784226,-0.0715930509662562,0.0535076818441979
"72",59,1540,1540,0,1,0.077310003,0.106789999,0.101428002,0.224517003,0.168142006,0.118863001,-0.025751841695954,-0.355341128588644,0.171700854682302,-0.377637328726667,0.147281171492258,0.10407447445052,0.0885516749638538,0.21324385469203,0.762215576325757,0.6120065085,-1.416145027,-0.134934923325344,-0.160130340465721,-0.487719776804863,-0.370060132610281,-0.211818125596935,-0.247483036020832,-0.0791453067195849,-0.223153382960998,-0.0535025104917728,0.143572401773163,0.307688277620266
"73",43,1760,1760,0,1,0.081380002,0.114929996,0.119028002,0.162257999,0.183734998,0.150515005,0.0175159901992322,-0.17074333612464,0.0993866647773822,-0.153686983519667,0.165458663238502,0.116961052465118,0.0984200134160528,0.168043557832265,0.683704679845,0.4651589985,-1.176570013,-0.187856768435257,-0.170903134541319,-0.331959697042499,-0.386077724760953,-0.29813062339889,-0.213721610632739,-0.116816248918674,-0.230375180828859,-0.134057936167349,-0.0620735078057085,0.0375447811985717
"74",45,3360,3360,1,2,0.072277501,0.099694997,0.09623,0.165364996,0.139294997,0.094607502,-0.0176853237364092,-0.247755228002288,0.191051806590574,-0.264282562958505,0.138561557896951,0.0979471774034862,0.0833982249285319,0.15961757404015,0.7510911462122,0.46152749,-1.108584986,-0.142145001604409,-0.15942953855331,-0.391712324921413,-0.316759014680632,-0.133804719409089,-0.182846821138055,0.00850198720375202,-0.165697313670798,0.0261833739976756,0.0855707989200931,0.272172997314508
