,Iteration,Model_Type,R2_Train,R2_Test,RMSE_Train,RMSE_Test,CI_Lower_Test,CI_Upper_Test
220,22,ANN,-6.533316661,-29.78696861,4897.394668,8689.129282,-1808.64344,4893.390741
221,23,Lasso,0.40020529,0.21332488,1386.616233,1344.033483,897.6120305,1933.730315
222,23,Ridge,0.357417373,0.212901392,1435.223227,1344.395198,930.8904593,1966.146068
223,23,Log-Linear,-0.382606077,-0.124824734,2105.252516,1607.144067,146.036596,1276.133791
224,23,OLS,0.568587352,-0.011446021,1175.983968,1523.995679,401.3838307,1534.937813
225,23,Quadratic_all,0.679106542,-1.188776366,1014.227533,2241.883682,-302.717923,1288.063183
226,23,Quadratic_correlated,0.605854169,0.033658095,1124.044314,1489.627863,463.6203236,1580.52465
227,23,Stepwise,0.561431357,-0.098518452,1185.697088,1588.239741,321.0961434,1492.507359
228,23,RandomForest,0.797414161,0.054587037,805.8598281,1473.408452,548.1958977,1666.218908
229,23,Bagging,0.814479586,0.005841324,771.171226,1510.9157,485.3146042,1624.857
230,23,ANN,-6.435166794,-237.8082157,4882.028633,23417.31038,-5009.917622,12941.10169
231,24,Lasso,0.379282841,0.374158931,1447.669163,1004.77404,885.8769937,1658.648256
232,24,Ridge,0.334633238,0.383179443,1498.832147,997.5066421,918.6471888,1687.242046
233,24,Log-Linear,-0.4828537,0.286721224,2237.544085,1072.669735,420.3412762,1116.288542
234,24,OLS,0.507426188,0.437513716,1289.609154,952.5600096,842.8663191,1569.348272
235,24,Quadratic_all,0.596862155,0.035678599,1166.67323,1247.232098,633.3063545,1576.831457
236,24,Quadratic_correlated,0.559994665,0.174701161,1218.853249,1153.830444,762.3396248,1645.293969
237,24,Stepwise,0.483807797,0.38202831,1320.16486,998.4369997,839.9052096,1603.806177
238,24,RandomForest,0.746723964,0.293636987,924.7396908,1067.456907,719.0806877,1523.584564
239,24,Bagging,0.763823722,0.284896375,892.9776417,1074.041014,686.6608442,1490.479501
240,24,ANN,-5.40039494,-31.08854889,4648.639143,7194.678889,-1754.26504,3789.243363
241,25,Lasso,0.451113591,0.162666201,1152.501841,2016.21833,609.6247501,1929.545496
242,25,Ridge,0.387274754,0.089611306,1217.680291,2102.333815,588.4796769,1996.235422
243,25,Log-Linear,0.158749137,-0.216012651,1426.800164,2429.725963,406.2761721,2080.226743
244,25,OLS,0.527500161,0.298153174,1069.304075,1845.905305,835.2607196,2089.608166
245,25,Quadratic_all,0.593199194,0.379505403,992.1818805,1735.630407,918.0427295,2093.841199
246,25,Quadratic_correlated,0.541682226,0.379084232,1053.134255,1736.219351,864.0726926,2009.834163
247,25,Stepwise,0.524518219,0.304077154,1072.672952,1838.09856,846.6497706,2098.311289
248,25,RandomForest,0.710118447,0.357740802,837.5498758,1765.807732,853.679793,2027.744012
